GRB,EP,Instrument,RA_deg,Dec_deg,Error_deg,po_CircularID,TriggerDate,TriggerTime,time_CircularID,T90_s,T90_err_s,T90_CircularID,GRBType,CircularID,EnergyBand,redshift,z_CircularID,Comment,CircularType
GRB 240929A,,"Fermi/GBM, GRBAlpha, SVOM/GRM, INTEGRAL",2.4233,74.8275,0.0333333333333333,37630,2024-09-29,19:50:02,37630,20.0,,37630.0,"L?, L","37627, 37629, 37657, 37650, 37630",,,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Gamma-ray, Radio, Timing, Observation; Detection, Gamma-ray, Timing, Observation; Detection, Localization, Refined Localization, Gamma-ray"
GRB 240928A,,SVOM/GRM,6.7,65.6,8.9,37637,2024-09-28,19:02:10,37637,8.7,0.14,37637.0,L,37637,,,,,"Detection, Localization, Refined Localization, Gamma-ray, Timing, Observation"
GRB 240926A,,"SVOM/GRM, IPN, Konus-Wind",240.361,45.364,,37639,2024-09-26,11:42:44,37639,75.0,,37701.0,L,"37616, 37639, 37701",,,,,"Detection, Localization, Refined Localization, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation"
GRB 240919A,EP240919a,"SVOM/GRM, Fermi/GBM, INTEGRAL",331.9,-11.1,15.7,37580,2024-09-19,14:47:40,37580,30.0,,37580.0,L,"37574, 37580, 37572, 37573",,,,,"Detection, Localization, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing; Detection, Gamma-ray, X-ray, Timing"
GRB 240918B,,"Konus-Wind, Fermi/GBM, AstroSat/CZTI, IPN",142.54,-17.36,2.03,37558,2024-09-18,20:56:55.787000,37603,4.4,,37603.0,"L, L?","37603, 37558, 37588, 37602",20-200 keV,,,,"Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Observation; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing"
GRB 240918A,,"Fermi/GBM, INTEGRAL",221.6,17.0,10.4,37549,2024-09-18,20:55:11,37549,,,,L?,"37549, 37560",,,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray"
GRB 240916B,,Fermi/GBM,56.5,9.0,17.6,37525,2024-09-16,14:36:45,37525,,,,S?,37525,,,,,"Detection, Localization, Gamma-ray"
GRB 240916A,,"Fermi/GBM, INTEGRAL, GRBAlpha",233.2,-7.1,1.2,37518,2024-09-16,01:22:55,37518,50.0,,37519.0,"L?, L","37522, 37518, 37519, 37543, 37535",10-1000 keV,"0.0267, 2.61","37522, 37532, 37535",,"Detection, Localization, Gamma-ray, Optical, Redshift, Observation; Detection, Localization, Gamma-ray; Detection, Gamma-ray; Detection, Gamma-ray, Radio, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Redshift, Observation"
GRB 240914B,,"AstroSat/CZTI, Fermi/GBM, GRBAlpha",291.4,30.3,1.9,37496,2024-09-14,07:09:47.310000,37524,21.0,,37542.0,"L, L?","37506, 37524, 37542, 37496",20-200 keV,,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Radio, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy"
GRB 240913C,EP240913a,"IPN, AstroSat/CZTI, INTEGRAL, Fermi/GBM",14.6,12.3,3.8,37509,2024-09-13,11:42:30,37510,6.3,,37509.0,L,"37538, 37505, 37510, 37509","20-200 keV, 10-1000 keV",,,,"Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing; Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Spectroscopy, Timing"
GRB 240913B,,Fermi/GBM,89.3,-14.3,12.0,37491,2024-09-13,20:03:39,37491,,,,S?,37491,,,,,"Detection, Localization, Gamma-ray"
GRB 240913A,,Fermi/GBM,68.7,13.8,6.0,37481,2024-09-13,03:21:41,37481,,,,L?,37481,,,,,"Detection, Localization, Gamma-ray"
GRB 240912B,,Fermi/GBM,226.1,42.6,2.0,37472,2024-09-12,12:38:00,37472,,,,L?,37472,,,,likely due to local particles,"Detection, Localization, Gamma-ray"
GRB 240912A,,"Swift/BAT, SVOM/GRM, Fermi/GBM, Konus-Wind, INTEGRAL",124.625,33.999,0.0166666666666666,37539,2024-09-12,01:46:39,37466,118.0,,37624.0,"L, L?","37466, 37484, 37465, 37624, 37473, 37539, 37478","15-150 keV, 10-1000 keV","1.234, 1.23","37479, 37469, 37624, 37476, 37471",,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Gamma-ray; Detection, Localization, Refined Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing, Observation"
GRB 240910B,,Fermi/GBM,171.34,29.24,7.48,37449,2024-09-10,11:42:30.550000,37449,,,,S?,37449,,,,,"Detection, Localization, Gamma-ray"
GRB 240910A,,"GRBAlpha, Fermi/GBM, SVOM/GRM",15.1,4.5,4.5,37441,2024-09-10,04:00:44,37441,272.0,,37464.0,"L, L?","37450, 37464, 37441, 37445",10-1000 keV,1.46,37467,,"Detection, Gamma-ray, Radio, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Observation"
GRB 240908A,,Fermi/GBM,43.1,39.6,11.9,37428,2024-09-08,13:46:04,37428,,,,S?,37428,,,,,"Detection, Localization, Gamma-ray"
GRB 240905E,,"Swift/BAT, SVOM/GRM",345.799,35.495,0.05,37397,2024-09-05,18:26:03,37397,10.0,,37397.0,,"37397, 37404",,,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Gamma-ray, Timing, Observation"
GRB 240905D,,"Fermi/GBM, AstroSat/CZTI",215.1,-65.5,4.8,37392,2024-09-05,10:37:30,37392,16.0,2.0,37395.0,"L?, L","37392, 37395",20-200 keV,,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing"
GRB 240905C,,Fermi/GBM,173.4,-0.2,1.0,37390,2024-09-05,08:34:13,37390,,,,L?,37390,,,,,"Detection, Localization, Gamma-ray"
GRB 240905B,,"Fermi/GBM, AstroSat/CZTI, Konus-Wind, IPN, Fermi/LAT",268.0,14.2,0.2,37418,2024-09-05,04:27:16,37389,1.3,,37436.0,"S, S?","37436, 37391, 37613, 37389, 37455, 37418","10-1000 keV, 20-200 keV",,,,"Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Gamma-ray, Observation"
GRB 240905A,,"SVOM/GRM, Fermi/GBM",270.5,-24.7,6.1,37386,2024-09-05,01:16:17,37386,4.0,,37394.0,L?,"37394, 37386",,,,,"Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 240904A,,Swift/BAT,136.44,-30.506,0.05,37383,2024-09-04,16:04:19,37383,22.0,,37383.0,,37383,,,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Timing"
GRB 240902B,,AstroSat/CZTI,,,,37407,2024-09-02,02:45:57,37407,18.0,2.0,37407.0,L,37407,20-200 keV,,,,"Detection, Gamma-ray, Timing"
GRB 240902A,,AstroSat/CZTI,,,,37405,2024-09-02,01:05:06.710000,37405,3.5,0.4,37405.0,L,37405,20-200 keV,,,,"Detection, Gamma-ray, Timing"
GRB 240831B,,Fermi/GBM,284.49,47.35,16.75,37376,2024-08-31,17:02:38.470000,37376,,,,S?,37376,,,,,"Detection, Localization, Gamma-ray"
GRB 240831A,,Fermi/GBM,286.3,40.2,1.1,37362,2024-08-31,14:54:49,37362,,,,L?,37362,,,,Not a GRB.,"Detection, Localization, Gamma-ray"
GRB 240829B,,"Fermi/GBM, GRBAlpha",204.6,57.3,1.0,37342,2024-08-29,01:23:40.700000,37342,9.5,,37366.0,"L?, L","37342, 37366",,,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Radio, Timing, Observation"
GRB 240829A,,Swift/BAT,143.079,-18.687,0.0283333333333333,37356,2024-08-29,03:56:28,37333,40.0,,37333.0,,"37333, 37356",15-150 keV,,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Timing; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 240828A,,"Fermi/GBM, Fermi/LAT, GECAM-B, AstroSat/CZTI, SVOM/GRM",225.49,36.64,0.3,37331,2024-08-28,14:55:06,37317,45.0,,37382.0,"L?, L","37317, 37331, 37377, 37328, 37341, 37382","20-200 keV, 10-1000 keV",,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Observation; Detection, Localization, Refined Localization, Gamma-ray, X-ray, Spectroscopy, Timing; Detection, Gamma-ray, Timing; Detection, Gamma-ray, X-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Timing, Observation"
GRB 240825A,,"Fermi/GBM, Swift/BAT, Konus-Wind, Fermi/LAT, INTEGRAL, GECAM-B, AstroSat/CZTI",344.57,1.019,0.0166666666666666,37355,2024-08-25,15:52:59,37274,57.2,8.57,37355.0,"L?, L","37273, 37274, 37302, 37301, 37288, 37537, 37355, 37315, 37298","10-1000 keV, 15-150 keV, 20-200 keV","0.659, 0.66","37536, 37302, 37310, 37315, 37293, 37367, 37294",,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Observation; Detection, Gamma-ray; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Refined Localization, Gamma-ray, Spectroscopy, Timing, Redshift; Detection, Gamma-ray, Timing"
GRB 240824C,,Fermi/GBM,164.53,-28.5,5.97,37264,2024-08-24,15:22:15.950000,37264,,,,L?,37264,,,,,"Detection, Localization, Gamma-ray"
GRB 240824B,,"Fermi/GBM, Swift/BAT, MAXI/GSC",17.835,2.62,0.05,37267,2024-08-24,13:10:30,37261,1.5,,37284.0,S?,"37260, 37267, 37261, 37284",10-1000 keV,,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray, Optical, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Upper Limit; Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing, Observation"
GRB 240824A,,Swift/BAT,213.176,63.735,0.0233333333333333,37272,2024-08-24,01:03:25,37254,40.0,,37254.0,,"37254, 37272",15-150 keV,,,,"Detection, Gamma-ray, X-ray, Optical, Timing, Upper Limit; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 240822A,,AstroSat/CZTI,,,,37248,2024-08-22,02:46:21,37248,0.4,0.3,37248.0,S,37248,20-200 keV,,,,"Detection, Gamma-ray, Timing"
GRB 240821B,,"Fermi/GBM, EIRSAT-1/GMOD",228.98,77.4,3.28,37224,2024-08-21,17:17:35.600000,37231,,,,L?,"37224, 37231",,,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray"
GRB 240820B,,SVOM/GRM,,,,37216,2024-08-20,20:11:30,37216,3.0,,37216.0,L,37216,,,,,"Detection, Gamma-ray, Timing, Observation"
GRB 240820A,,Fermi/GBM,142.3,49.5,29.5,37204,2024-08-20,01:54:40,37204,,,,L?,37204,,,,,"Detection, Localization, Gamma-ray"
GRB 240817A,,Fermi/GBM,227.0,-45.8,7.8,37197,2024-08-17,01:22:07,37197,,,,S?,37197,,,,,"Detection, Localization, Gamma-ray"
GRB 240815A,,SVOM/GRM,,,,37198,2024-08-15,22:37:09,37198,21.6,,37198.0,L,37198,,,,,"Detection, Gamma-ray, Timing, Observation"
GRB 240814C,,"Fermi/GBM, SVOM/GRM",136.1,47.2,2.4,37181,2024-08-14,18:50:17,37181,58.0,,37200.0,L?,"37181, 37200",,,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing, Observation"
GRB 240814B,,"Fermi/GBM, GRBAlpha",38.1,51.2,4.0,37177,2024-08-14,11:34:55,37177,7.0,,37190.0,"L?, L","37177, 37190",,,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Radio, Timing, Observation"
GRB 240814A,,"SVOM/GRM, Fermi/GBM",48.4,-4.6,2.1,37176,2024-08-14,03:55:56,37202,13.0,,37202.0,L?,"37202, 37176, 41378",10-1000 keV,,,,"Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 240812D,,Fermi/GBM,46.7,25.4,2.0,37161,2024-08-12,22:34:03,37161,,,,L?,37161,,,,,"Detection, Localization, Gamma-ray"
GRB 240812C,,Fermi/GBM,74.8,-39.9,1.0,37160,2024-08-12,22:00:50,37160,,,,L?,37160,,,,,"Detection, Localization, Gamma-ray"
GRB 240812B,,"SVOM/GRM, AstroSat/CZTI",,,,37179,2024-08-12,09:05:54,37179,13.2,,37179.0,L,"37179, 37152",20-200 keV,,,,"Detection, Gamma-ray, Timing, Observation; Detection, Gamma-ray, Timing"
GRB 240812A,,Fermi/GBM,29.2,-63.6,1.0,37143,2024-08-12,02:14:40,37143,,,,L?,37143,,,,,"Detection, Localization, Gamma-ray"
GRB 240811A,,"Konus-Wind, Swift/BAT",226.328,28.884,0.03,37155,2024-08-11,14:07:33,37136,50.0,,37136.0,L,"37173, 37155, 37136","20-300 keV, 15-150 keV",,,,"Detection, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit"
GRB 240810A,,"SVOM/GRM, IPN, Konus-Wind, Fermi/GBM",140.1,-41.4,3.1,37133,2024-08-10,21:07:17.735000,37172,0.1,,37172.0,"S, S?","37166, 37156, 37172, 37133",,,,,"Detection, Localization, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 240809B,,MAXI/GSC,238.792,-21.308,0.29,37124,2024-08-09,19:36:59,37124,,,,,37124,,,,,"Detection, Localization, X-ray, Upper Limit"
GRB 240809A,,"Konus-Wind, Swift/BAT, SVOM/GRM",237.545,-2.331,0.0166666666666666,37154,2024-08-09,08:30:28,37113,1.1,,37113.0,L,"37139, 37110, 37113, 37154",15-150 keV,"1.494, 1.495","37139, 37122, 37129",,"Detection, Gamma-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Gamma-ray, Timing, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 240808A,,"SVOM/GRM, AstroSat/CZTI",,,,37112,2024-08-08,11:57:57,37112,4.0,,37112.0,L,"37112, 37126",20-200 keV,,,,"Detection, Gamma-ray, Timing, Observation; Detection, Gamma-ray, Timing"
GRB 240807B,,"AstroSat/CZTI, Fermi/GBM",297.35,-42.71,7.82,37101,2024-08-07,22:04:13.590000,37101,0.15,0.09,37107.0,"S, S?","37107, 37101",20-200 keV,,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 240807A,EP240807a,"Konus-Wind, IPN, SVOM/GRM, Fermi/GBM",346.2,-82.6,7.1,37089,2024-08-07,05:42:45,37120,,,,"L, S?","37130, 37120, 37111, 37089",20-300 keV,,,,"Detection, Gamma-ray, X-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing; Detection, Gamma-ray, X-ray, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 240805B,,Swift/BAT,254.215,18.314,0.0233333333333333,37084,2024-08-05,14:28:54,37043,70.0,,37043.0,,"37043, 37084",15-150 keV,,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 240805A,,"SVOM/GRM, Fermi/GBM, Swift/BAT, Fermi/LAT, INTEGRAL, Konus-Wind",190.919,-53.603,0.0131666666666666,37083,2024-08-05,02:02:20,37037,40.0,,37037.0,"L, L?","37054, 37075, 37083, 37031, 37042, 37041, 37032, 37077, 37037","10-1000 keV, 15-150 keV, 20-200 keV",,,,"Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Observation; Detection, Gamma-ray, Spectroscopy; Detection, Gamma-ray, X-ray, Optical; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Refined Localization, Gamma-ray"
GRB 240804B,EP240804a,Konus-Wind,,,,37071,2024-08-04,21:36:48,37071,,,,L,37071,100-400 keV,3.662,"37071, 37039",,"Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing, Redshift"
GRB 240804A,,Fermi/GBM,266.5,59.8,3.7,37028,2024-08-04,19:06:02,37028,,,,L?,37028,,,,,"Detection, Localization, Gamma-ray"
GRB 240802A,EP240802a,"IPN, SVOM/GRM, Konus-Wind, AstroSat/CZTI",287.477,-1.718,,37078,2024-08-02,10:34:03.300000,37022,60.0,,37022.0,L,"37078, 37026, 37022, 37079, 37018",20-200 keV,,,,"Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing; Detection, Localization, Refined Localization, Gamma-ray, Timing, Observation; Detection, Gamma-ray, X-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Timing"
GRB 240801B,,"AstroSat/CZTI, Fermi/GBM",124.41,13.21,1.0,37006,2024-08-01,04:39:16.781000,37006,15.0,1.0,36996.0,L,"36996, 37011, 37006",20-200 keV,,,Likely solar flare.,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 240801A,,"Fermi/GBM, SVOM/GRM, GRBAlpha",25.4,25.1,2.5,36994,2024-08-01,03:18:09,36994,33.0,,37424.0,"L?, L","36994, 37424, 37102",,,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing, Observation; Detection, Gamma-ray, Radio, Timing, Observation"
GRB 240731A,,"Fermi/GBM, AstroSat/CZTI",8.65,-46.27,6.55,36992,2024-07-31,14:20:12.450000,36992,3.4,2.9,36989.0,L?,"36992, 36989",100-500 keV,,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing"
GRB 240730C,,AstroSat/CZTI,,,,36993,2024-07-30,19:40:34.500000,36993,16.0,5.0,36993.0,L,36993,20-200 keV,,,,"Detection, Gamma-ray, Timing"
GRB 240730B,,Fermi/GBM,202.2,23.2,1.0,36984,2024-07-30,19:38:18,36984,,,,L?,36984,,,,,"Detection, Localization, Gamma-ray"
GRB 240730A,,Swift/BAT,37.841,59.045,0.0316666666666666,37005,2024-07-30,07:52:06,36976,80.0,,36976.0,L?,"37005, 36976",15-150 keV,,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing"
GRB 240727C,,"AstroSat/CZTI, SVOM/GRM, GRBAlpha",,,,36957,2024-07-27,17:30:03.986000,36979,6.5,,36979.0,L,"36957, 37009, 36979",20-200 keV,,,,"Detection, Gamma-ray, Timing; Detection, Gamma-ray, Timing, Observation; Detection, Gamma-ray, Radio, Timing, Observation"
GRB 240727B,,"AstroSat/CZTI, Swift/BAT, Fermi/GBM",97.786,-37.18,0.0666666666666666,36945,2024-07-27,06:00:08.960000,36949,19.0,,36949.0,L,"36943, 36945, 36949","100-500 keV, 10-1000 keV",,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 240727A,,"Swift/BAT, Fermi/GBM",236.43742,8.62001,0.0009722222222222,36938,2024-07-27,03:48:12,36938,177.88,35.46,36974.0,L?,"36974, 36938, 36958",15-150 keV,,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy; Detection, Localization, Gamma-ray"
GRB 240726B,,AstroSat/CZTI,,,,36942,2024-07-26,16:14:00.800000,36942,0.12,0.05,36942.0,S,36942,20-200 keV,,,,"Detection, Timing"
GRB 240726A,,"AstroSat/CZTI, Fermi/GBM, SVOM/GRM",111.9,66.8,6.2,36935,2024-07-26,08:07:48,36935,0.1,,36944.0,"S, S?","36937, 36935, 36944",20-200 keV,,,,"Detection, Localization, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Refined Localization, Gamma-ray, Timing, Observation"
GRB 240721A,,Fermi/GBM,122.2,7.1,8.8,36914,2024-07-21,08:32:57,36914,,,,L?,36914,,,,likely due to a solar flare.,"Detection, Localization, Gamma-ray"
GRB 240720B,,"GRBAlpha, AstroSat/CZTI, SVOM/GRM",304.9,-61.9,15.8,36915,2024-07-20,16:11:22.600000,36913,1.1,0.8,36913.0,S,"36955, 36913, 36915",20-200 keV,,,,"Detection, Gamma-ray, Radio, Timing, Observation; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Timing, Observation"
GRB 240720A,,"Swift/BAT, AstroSat/CZTI, Fermi/GBM",96.728,30.297,0.0466666666666666,36928,2024-07-20,00:24:51,36909,3.0,,36909.0,,"36909, 36911, 36928, 36910","20-200 keV, 15-150 keV, 10-1000 keV",,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Timing; Detection, Gamma-ray, Timing; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 240718A,,"SVOM/GRM, Fermi/GBM, Konus-Wind, Fermi/LAT, GRBAlpha",252.78,-25.11,0.23,36901,2024-07-18,06:29:00,36899,59.0,,36903.0,"L, L?","36900, 36903, 36907, 36899, 36901, 36898, 36954",10-1000 keV,,,,"Detection, Localization, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Gamma-ray, Observation; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Radio, Timing, Observation"
GRB 240716A,,"SVOM/GRM, GECAM-B, Swift/BAT",116.43,46.57,2.97,36896,2024-07-16,10:21:35.300000,36896,8.0,,36896.0,L,"36895, 36896, 37605",,,,,"Detection, Gamma-ray, Timing; Detection, Refined Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 240715A,,"SVOM/GRM, GECAM-B, Fermi/GBM, Konus-Wind, IPN",8.4,-29.4,3.0,36866,2024-07-15,05:44:02,36872,0.2,,36887.0,"S, S?","36881, 36887, 36866, 36886, 36875, 36872",10-1000 keV,,,,"Detection, Gamma-ray, Timing, Observation; Detection, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing"
GRB 240713B,,AstroSat/CZTI,,,,36858,2024-07-13,23:34:52.200000,36858,19.0,9.0,36858.0,L,36858,20-200 keV,,,,"Detection, Gamma-ray, Timing"
GRB 240712A,,Swift/BAT,122.385,-37.093,0.045,36897,2024-07-12,03:27:12,36851,8.0,,36851.0,,"36897, 36851",15-150 keV,,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Timing, Upper Limit"
GRB 240711A,,Fermi/GBM,264.9,-77.5,22.7,36849,2024-07-11,17:51:10,36849,,,,S?,36849,,,,,"Detection, Localization, Gamma-ray"
GRB 240710B,,GRBAlpha,,,,36953,2024-07-10,15:25:39.900000,36953,5.0,,36953.0,L,36953,,,,,"Detection, Gamma-ray, Radio, Timing, Observation"
